"installation_cost","cumcap","year","prog"
"2878",2649.3345975465,37.5389067606771,"2010","IPCC (2014)"
"2879",1781.43764417429,164.322686924424,"2015","IPCC (2014)"
"2880",1556.48534158232,267.983507259198,"2020","IPCC (2014)"
"2881",1410.93620223428,381.79147671281,"2025","IPCC (2014)"
"2882",1300.46732695126,511.855654084718,"2030","IPCC (2014)"
"2883",1229.5138245194,626.124378844143,"2035","IPCC (2014)"
"2884",1132.15478622818,841.669864628317,"2040","IPCC (2014)"
"2885",1041.77650616509,1133.90222812563,"2045","IPCC (2014)"
"2886",957.82235544907,1531.75833250766,"2050","IPCC (2014)"
"2887",885,2081.51973658066,"2055","IPCC (2014)"
"2888",885,2871.8419273045,"2060","IPCC (2014)"
"2889",885,3558.89761808561,"2065","IPCC (2014)"
"2890",885,4243.6817471775,"2070","IPCC (2014)"
"2891",885,4970.06031510768,"2075","IPCC (2014)"
"2892",885,5732.41948781767,"2080","IPCC (2014)"
"2893",885,6532.67360654008,"2085","IPCC (2014)"
"2894",885,7348.57938745894,"2090","IPCC (2014)"
"2895",885,8160.66755296458,"2095","IPCC (2014)"
"2896",885,8951.88460752469,"2100","IPCC (2014)"
